Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
C,"Tian, Y; Liao, XF",,"Shi, Y; Wang, S; Peng, Y; Li, J; Zeng, Y",,"Tian, Yu; Liao, Xuefang",,,How Retailer Power Influence Its Opportunism Governance Mechanisms in Marketing Channel?-An Empirical Investigation in China,"CUTTING-EDGE RESEARCH TOPICS ON MULTIPLE CRITERIA DECISION MAKING, PROCEEDINGS",Communications in Computer and Information Science,,English,Proceedings Paper,20th International Conference on Multiple Criteria Decision Making,"JUN 21-26, 2009","Univ Elect Sci & Technol China, Chengdu, PEOPLES R CHINA","Res Ctr Fictitious Econ & Data Sci,Chinese Acad Sci,Acad Math & Syst Sci,Chinese Acad Sci,Univ Nebraska",Univ Elect Sci & Technol China,Power; Governance Mechanism; Communication; Monitoring; Opportunism,RELATIONAL GOVERNANCE; CONTRACTS,"This Study aims to investigate the relationship among power, norms, contract and opportunism, analysis the effect of retailer power on the choice of norms and contracts, examine the influence of retailer power on opportunism, and discuss the moderating effect of communication between retailer's power and governance mechanism, and also the moderating effect of monitoring between governance mechanism and opportunism. We got the following conclusions: (1) The retailer power affects supplier's choice of governance mechanisms. (2) The use of different types of governance mechanisms from supplier has a significant negative impact on retailer's opportunism behavior. (3) Communication significantly decreases the frequency of supplier's use of contract, but does not show a significant effect on decreasing the frequency of the use of norms; monitoring does not show a significant. moderating effect between governance mechanism and opportunism behavior.","[Tian, Yu; Liao, Xuefang] Zhongshan Univ, Sch Business, Guangzhou 510275, Guangdong, Peoples R China",Sun Yat Sen University,,mnsty@mail.sysu.edu.cn,,,,,,,6,0,0,0,2,SPRINGER-VERLAG BERLIN,BERLIN,"HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY",1865-0929,1865-0937,978-3-642-02297-5,COMM COM INF SC,,,2009,35.0,,,,,,676,680,,10.1007/978-3-642-02298-2_100,0.0,,,5,"Business, Finance; Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Economics; Operations Research & Management Science; Social Sciences, Mathematical Methods",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science; Mathematical Methods In Social Sciences,BLA40,,,,,2024-03-09,WOS:000269751700100,0
C,"Xie, JG; Song, WY",,"Shi, Y; Wang, S; Peng, Y; Li, J; Zeng, Y",,"Xie, Jigang; Song, Wenyun",,,Application of the Maximum Entropy Method to Risk Analysis of Mergers and Acquisitions,"CUTTING-EDGE RESEARCH TOPICS ON MULTIPLE CRITERIA DECISION MAKING, PROCEEDINGS",Communications in Computer and Information Science,,English,Proceedings Paper,20th International Conference on Multiple Criteria Decision Making,"JUN 21-26, 2009","Univ Elect Sci & Technol China, Chengdu, PEOPLES R CHINA","Res Ctr Fictit Econ & Data Sci,Chinese Acad Sci,Acad Math & Syst Sci,Chinese Acad Sci,Univ Nebraska, Omaha",Univ Elect Sci & Technol China,,,The maximum entropy (ME) method can be used to analyze the risk of mergers and acquisitions when only pre-acquisition information is available. A practical example of the risk analysis of China listed firms' mergers and acquisitions is provided to testify the feasibility and practicality of the method.,"[Xie, Jigang; Song, Wenyun] Beijing Jiaotong Univ, Ctr China M&A Res, Beijing 100044, Peoples R China",Beijing Jiaotong University,,jgxie@bjtu.edu.cn,,,,,,,3,0,0,0,2,SPRINGER-VERLAG BERLIN,BERLIN,"HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY",1865-0929,,978-3-642-02297-5,COMM COM INF SC,,,2009,35.0,,,,,,473,476,,10.1007/978-3-642-02298-2_69,0.0,,,4,"Business, Finance; Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Economics; Operations Research & Management Science; Social Sciences, Mathematical Methods",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science; Mathematical Methods In Social Sciences,BLA40,,,,,2024-03-09,WOS:000269751700069,0
C,"Chen, QA; Xiao, YH; Chen, H; Chen, L",,"Shi, Y; Wang, S; Peng, Y; Li, J; Zeng, Y",,"Chen, Qi-an; Xiao, Yinghong; Chen, Hui; Chen, Liang",,,The Effect of Subjective Risk Attitudes and Overconfidence on Risk Taking Behaviors: A Experimental Study Based on Traders of the Chinese Stock Market,"CUTTING-EDGE RESEARCH TOPICS ON MULTIPLE CRITERIA DECISION MAKING, PROCEEDINGS",Communications in Computer and Information Science,,English,Proceedings Paper,20th International Conference on Multiple Criteria Decision Making,"JUN 21-26, 2009","Univ Elect Sci & Technol China, Chengdu, PEOPLES R CHINA","Res Ctr Fictit Econ & Data Sci,Chinese Acad Sci,Acad Math & Syst Sci,Chinese Acad Sci,Univ Nebraska",Univ Elect Sci & Technol China,Subjective Risk Attitude; Overconfidence; Risk Taking Behavior; Experimental Study; Chinese Stock Market,INVESTMENT DECISIONS; PERCEPTION,"Our research analyzes the effect of the traders' subjective risk attitude, optimism and overconfidence on their risk taking behaviors on the Chinese Stock Market by experimental study method. We find that investors' risk taking behavior is significantly affected by their subjective risk attitude, optimism and overconfidence. Our results also argue that the objective return and volatility of stock are not as good predictors of risk taking behavior as Subjective risk and return measures. Moreover, We illustrate that overconfidence and optimism have an significant impact on risk taking behavior In line with theoretical models.","[Chen, Qi-an; Xiao, Yinghong; Chen, Hui; Chen, Liang] Chongqing Univ, Coll Econ & Business Adm, Chongqing 400030, Peoples R China",Chongqing University,,chenqi_an33@163.com,,,,,,,18,0,0,3,4,SPRINGER-VERLAG BERLIN,BERLIN,"HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY",1865-0929,,978-3-642-02297-5,COMM COM INF SC,,,2009,35.0,,,,,,461,472,,10.1007/978-3-642-02298-2_68,0.0,,,12,"Business, Finance; Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Economics; Operations Research & Management Science; Social Sciences, Mathematical Methods",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science; Mathematical Methods In Social Sciences,BLA40,,,,,2024-03-09,WOS:000269751700068,0
C,"Chen, YC; Lien, HP; Tzeng, GH; Yang, LS; Yen, L",,"Shi, Y; Wang, S; Peng, Y; Li, J; Zeng, Y",,"Chen, Yi-Chun; Lien, Hui-Pang; Tzeng, Gwo-Hshiung; Yang, Lung-Shih; Yen, Leon",,,Fuzzy MCDM Technique for Planning the Environment Watershed,"CUTTING-EDGE RESEARCH TOPICS ON MULTIPLE CRITERIA DECISION MAKING, PROCEEDINGS",Communications in Computer and Information Science,,English,Proceedings Paper,20th International Conference on Multiple Criteria Decision Making,"JUN 21-26, 2009","Univ Elect Sci & Technol China, Chengdu, PEOPLES R CHINA","Res Ctr Fictitious Econ & Data Sci,Chinese Acad Sci,Acad Math & Syst Sci,Chinese Acad Sci,Univ Nebraska",Univ Elect Sci & Technol China,environment-watershed plan; fuzzy analytic hierarchy process; fuzzy multiple criteria decision making,,"In the real word, the decision making problems are very vague and uncertain in a number of ways. The most criteria have interdependent and interactive features so they cannot be evaluated by conventional measures method. Such as the feasibility, thus, to approximate the human subjective evaluation process, it Would be more suitable to apply a fuzzy method in environment-watershed plan topic. This paper describes the design of a fuzzy decision support system in multi-criteria analysis approach for selecting the best plan alternatives or strategies in environment-watershed. The Fuzzy Analytic Hierarchy Process (FAHP) method is used to determine the preference weightings of criteria for decision makers by subjective perception. A questionnaire was used to find out from three related groups comprising fifteen experts. Subjectivity and vagueness analysis is dealt with the criteria and alternatives for selection process and simulation results by using fuzzy numbers with linguistic terms. Incorporated the decision makers' attitude towards preference, overall performance value of each alternative can be obtained based on the concept of Fuzzy Multiple Criteria Decision Making (FMCDM). This research also gives an example of evaluating consisting of five alternatives, solicited from a environment-watershed plan works in Taiwan, is illustrated to demonstrate the effectiveness and usefulness of the proposed approach.","[Chen, Yi-Chun] Feng Chia Univ, PhD Program, Grad Inst Civil & Hydraul Engn, Taichung, Taiwan; [Lien, Hui-Pang] Feng Chia Univ, Dept Water Resources Engn & Conservat, Taichung, Taiwan; [Tzeng, Gwo-Hshiung] Kainan Univ, Dept Business & Entrepreneurial Management, Taoyuan 338, Taiwan; [Yang, Lung-Shih] Feng Chia Univ, Off Vice President, Taoyuan, Taiwan; [Yen, Leon] Kainan Univ, Dept Internat Business, Taoyuan, Taiwan",Feng Chia University; Feng Chia University; Nan Kai University Technology; Nan Kai University Technology,"Chen, YC (通讯作者)，Feng Chia Univ, PhD Program, Grad Inst Civil & Hydraul Engn, Taichung, Taiwan.",chen.vivien@gmail.com; hplien@fcu.edu.tw; ghtzeng@mail.knu.edu.tw; lsyang@fcu.edu.tw; leonyen@mail.knu.edu.tw,"Tzeng, Gwo-Hshiung/B-2775-2009; Chen, Yi-Chun/O-8661-2017","Tzeng, Gwo-Hshiung/0000-0003-1856-7497;",,,,,11,2,2,0,5,SPRINGER-VERLAG BERLIN,BERLIN,"HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY",1865-0929,,978-3-642-02297-5,COMM COM INF SC,,,2009,35.0,,,,,,744,+,,10.1007/978-3-642-02298-2_110,0.0,,,3,"Business, Finance; Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Economics; Operations Research & Management Science; Social Sciences, Mathematical Methods",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science; Mathematical Methods In Social Sciences,BLA40,,,,,2024-03-09,WOS:000269751700110,0
C,"Nakamori, Y",,"Shi, Y; Wang, S; Peng, Y; Li, J; Zeng, Y",,"Nakamori, Yoshiteru",,,Methodology for Knowledge Synthesis,"CUTTING-EDGE RESEARCH TOPICS ON MULTIPLE CRITERIA DECISION MAKING, PROCEEDINGS",Communications in Computer and Information Science,,English,Proceedings Paper,20th International Conference on Multiple Criteria Decision Making,"JUN 21-26, 2009","Univ Elect Sci & Technol China, Chengdu, PEOPLES R CHINA","Res Ctr Fictitious Econ & Data Sci,Chinese Acad Sci,Acad Math & Syst Sci,Chinese Acad Sci,Univ Nebraska",Univ Elect Sci & Technol China,,,"This paper considers the problem of knowledge synthesis and proposes a theory of knowledge construction, which consists of three fundamental parts: a knowledge integration model, the structure-agency-action paradigm, and the evolutionally constructive objectivism. The first is a model of gathering and integrating knowledge, the second relates to necessary abilities when gathering knowledge in individual domains, and the third comprises a set of principles to evaluate gathered and integrated knowledge.","[Nakamori, Yoshiteru] Japan Adv Inst Sci & Technol, Sch Knowledge Sci, Nomi, Ishikawa 9231292, Japan",Japan Advanced Institute of Science & Technology (JAIST),,nakamori@jaist.ac.jp,,,,,,,16,2,2,0,1,SPRINGER-VERLAG BERLIN,BERLIN,"HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY",1865-0929,1865-0937,978-3-642-02297-5,COMM COM INF SC,,,2009,35.0,,,,,,311,317,,10.1007/978-3-642-02298-2_47,0.0,,,7,"Business, Finance; Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Economics; Operations Research & Management Science; Social Sciences, Mathematical Methods",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science; Mathematical Methods In Social Sciences,BLA40,,,,,2024-03-09,WOS:000269751700047,0
C,"Soylu, B; Köksalan, M",,"Shi, Y; Wang, S; Peng, Y; Li, J; Zeng, Y",,"Soylu, Banu; Koksalan, Murat",,,An Evolutionary Algorithm for the Multi-objective Multiple Knapsack Problem,"CUTTING-EDGE RESEARCH TOPICS ON MULTIPLE CRITERIA DECISION MAKING, PROCEEDINGS",Communications in Computer and Information Science,,English,Proceedings Paper,20th International Conference on Multiple Criteria Decision Making,"JUN 21-26, 2009","Univ Elect Sci & Technol China, Chengdu, PEOPLES R CHINA","Res Ctr Fictitious Econ & Data Sci,Chinese Acad Sci,Acad Math & Syst Sci,Chinese Acad Sci,Univ Nebraska",Univ Elect Sci & Technol China,Evolutionary algorithms; Multiple knapsack problem,GENETIC ALGORITHM,"In this study, we consider the multi-objective multiple knapsack problem (MMKP) and we adapt our favorable weight based evolutionary algorithm (FWEA) to approximate the efficient frontier of MMKP. The algorithm assigns fitness to solutions based on their relative strengths as well as their non-dominated frontiers. The relative strength is measured based on a weighted Tchebycheff distance from the ideal point where each Solution chooses its own weights that minimize its distance from the ideal point. We carry Out experiments on test data for MMKP given in the literature and compare the performance of the algorithm with several leading algorithms.","[Soylu, Banu] Erciyes Univ, Dept Ind Engn, TR-38039 Kayseri, Turkey; [Koksalan, Murat] Middle East Tech Univ, Dept Indust Engn, Ankara, Turkey",Erciyes University; Middle East Technical University,,bsoylu@erciyes.edu.tr; koksalan@ie.metu.edu.tr,"Koksalan, Murat M/A-9116-2016; Soylu, Banu/AAA-8969-2021","Soylu, Banu/0000-0003-4164-7583",,,,,21,1,1,0,5,SPRINGER-VERLAG BERLIN,BERLIN,"HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY",1865-0929,1865-0937,978-3-642-02297-5,COMM COM INF SC,,,2009,35.0,,,,,,1,+,,10.1007/978-3-642-02298-2_1,0.0,,,3,"Business, Finance; Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Economics; Operations Research & Management Science; Social Sciences, Mathematical Methods",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science; Mathematical Methods In Social Sciences,BLA40,,,,,2024-03-09,WOS:000269751700001,0
C,"Yang, CY; Li, WH",,"Shi, Y; Wang, S; Peng, Y; Li, J; Zeng, Y",,Yang Chun-yan; Li Wei-hua,,,Research on Customer Value Based on Extension Data Mining,"CUTTING-EDGE RESEARCH TOPICS ON MULTIPLE CRITERIA DECISION MAKING, PROCEEDINGS",Communications in Computer and Information Science,,English,Proceedings Paper,20th International Conference on Multiple Criteria Decision Making,"JUN 21-26, 2009","Univ Elect Sci & Technol China, Chengdu, PEOPLES R CHINA","Res Ctr Fictitious Econ & Data Sci,Chinese Acad Sci,Acad Math & Syst Sci,Chinese Acad Sci,Univ Nebraska",Univ Elect Sci & Technol China,extension data mining; extension knowledge; extensible classification knowledge; conductive knowledge,,"Extenics is a new discipline for dealing with contradiction problems with formulize model. Extension data mining (EDM) is a product combining Extenics with data mining. It explores to acquire the knowledge based on extension transformations, which is called extension knowledge (EK), taking advantage of extension methods and data mining technology. EK includes extensible classification knowledge, conductive knowledge and so on. Extension data mining technology (EDMT) is a new data mining technology that mining EK in databases or data warehouse. Customer value (CV) can weigh the essentiality of customer relationship for an enterprise according to an enterprise as a subject of tasting value and Customers as objects of tasting value at the same time. CV varies continually. Mining the changing knowledge of CV in databases using EDMT, including quantitative change knowledge and qualitative change knowledge, can provide a foundation for that an enterprise decides the strategy of customer relationship management (CRM). It can also provide a new idea for Studying CV.","[Yang Chun-yan] Guangdong Univ Technol, Res Inst Extens Engn, Guangzhou 510090, Guangdong, Peoples R China; [Li Wei-hua] Guangdong Univ Technol, Fac Comp, Guangzhou, Guangdong, Peoples R China",Guangdong University of Technology; Guangdong University of Technology,"Yang, CY (通讯作者)，Guangdong Univ Technol, Res Inst Extens Engn, Guangzhou 510090, Guangdong, Peoples R China.",,,,National Natural Science Foundation of China [70671031]; Guangdong Natural Science Foundation [05001832]; Guangdong Province General University [06ZD63008],National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)); Guangdong Natural Science Foundation(National Natural Science Foundation of Guangdong Province); Guangdong Province General University,"This paper is supported by the National Natural Science Foundation of China (Grant no. 70671031), the Guangdong Natural Science Foundation (Grant no.05001832), and the key item of humanities and social science of Guangdong Province General University (Grant no. 06ZD63008).",,12,0,2,0,4,SPRINGER-VERLAG BERLIN,BERLIN,"HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY",1865-0929,1865-0937,978-3-642-02297-5,COMM COM INF SC,,,2009,35.0,,,,,,125,+,,,,,,3,"Business, Finance; Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Economics; Operations Research & Management Science; Social Sciences, Mathematical Methods",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science; Mathematical Methods In Social Sciences,BLA40,,,,,2024-03-09,WOS:000269751700018,0
C,"Zhao, XL; Zhu, X",,"Shi, Y; Wang, S; Peng, Y; Li, J; Zeng, Y",,Zhao Xiliang; Zhu Xi,,,Estimation of Value-at-Risk for Energy Commodities via CAViaR Model,"CUTTING-EDGE RESEARCH TOPICS ON MULTIPLE CRITERIA DECISION MAKING, PROCEEDINGS",Communications in Computer and Information Science,,English,Proceedings Paper,20th International Conference on Multiple Criteria Decision Making,"JUN 21-26, 2009","Univ Elect Sci & Technol China, Chengdu, PEOPLES R CHINA","Res Ctr Fictitious Econ & Data Sci,Chinese Acad Sci,Acad Math & Syst Sci,Chinese Acad Sci,Univ Nebraska",Univ Elect Sci & Technol China,,,"This paper uses the Conditional Autoregressive Value at Risk model (CAViaR) proposed by Engle and Manganelli (2004) to evaluate the value-at-risk for daily spot prices of Brent crude oil and West Texas Intermediate crude oil covering the period May 21(th), 1987 to November 18(th), 2008. Then the accuracy of the estimates of CAViaR model, Normal-GARCH, and GED-GARCH was compared. The results show that all the methods do good job for the low confidence level (95%), and GED-GARCH is the best for spot WTI price, Normal-GARCH and Adaptive-CAViaR are the best for spot Brent price. However, for the high confidence level (99%), Normal-GARCH do a good job for spot WTI, GED-GARCH and four kind of CAViaR specifications do well for spot Brent price. Normal-GARCH does badly for spot Brent price. The result seems Suggest that CAViaR do well as well as GED-GARCH since CAViaR directly model the quantile autoregression, but it does not outperform GED-GARCH although it does Outperform Normal-GARCH.","[Zhao Xiliang] Xiamen Univ, Dept Econ, Xiamen 361005, Peoples R China; [Zhu Xi] Shanghai Univ, Antai Coll Econom & Management, Shanghai 20052, Peoples R China",Xiamen University; Shanghai University,,zhaoxiliang@tsinghua.org.cn; zhuxi97@sjtu.edu.cn,,,China National Science Foundation [70703023],China National Science Foundation(National Natural Science Foundation of China (NSFC)),This research was supported by China National Science Foundation (70703023).,,7,9,10,0,3,SPRINGER-VERLAG BERLIN,BERLIN,"HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY",1865-0929,,978-3-642-02297-5,COMM COM INF SC,,,2009,35.0,,,,,,429,+,,,,,,2,"Business, Finance; Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Economics; Operations Research & Management Science; Social Sciences, Mathematical Methods",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science; Mathematical Methods In Social Sciences,BLA40,,,,,2024-03-09,WOS:000269751700064,0
C,"Yang, YPO; Shieh, HM; Tzeng, GH",,"Shi, Y; Wang, S; Peng, Y; Li, J; Zeng, Y",,"Yang, Yu-Ping Ou; Shieh, How-Ming; Tzeng, Gwo-Hshiung",,,A VIKOR Technique with Applications Based on DEMATEL and ANP,"CUTTING-EDGE RESEARCH TOPICS ON MULTIPLE CRITERIA DECISION MAKING, PROCEEDINGS",Communications in Computer and Information Science,,English,Proceedings Paper,20th International Conference on Multiple Criteria Decision Making,"JUN 21-26, 2009","Univ Elect Sci & Technol China, Chengdu, PEOPLES R CHINA","Res Ctr Fictitious Econ & Data Sci,Chinese Acad Sci,Acad Math & Syst Sci,Chinese Acad Sci,Univ Nebraska",Univ Elect Sci & Technol China,VIKOR; analytic network process (ANP); DEMATEL; multiple criteria decision making (MCDM),,"In multiple criteria decision making (MCDM) methods, the compromise ranking method (named VIKOR) was introduced as one applicable technique to implement within MCDM. It was developed for multicriteria optimization of complex systems. However, few papers discuss conflicting (competing) criteria with dependence and feedback in the compromise solution method. Therefore, this study proposes and provides applications for a novel model using the VIKOR technique based on DEMATEL and the ANP to solve the problem of conflicting criteria with dependence and feedback. In addition, this research also uses DEMATEL to normalize the unweighted supermatrix of the ANP to suit the real world. An example is also presented to illustrate the proposed method with applications thereof. The results show the proposed method is suitable and effective in real-world applications.","[Yang, Yu-Ping Ou; Shieh, How-Ming] Natl Cent Univ, Dept Business Adm, Jhongli 320, Taoyuan Country, Taiwan; [Shieh, How-Ming] Natl Cent Univ, Dept Informat Management, Jhongli 320, Taoyuan Country, Taiwan; [Tzeng, Gwo-Hshiung] Kainan Univ, Dept Business & Entrepreneurial Management, Luchu 338, Taoyuan Country, Taiwan; [Tzeng, Gwo-Hshiung] Natl Chiao Tung Univ, Inst Management Technol, Hsinchu 300, Taiwan",National Central University; National Central University; Nan Kai University Technology; National Yang Ming Chiao Tung University,,ouyang.ping@msa.hinet.net; hmshieh@mgt.ncu.edu.tw; ghtzeng@mail.knu.edu.tw,"yang, yang/HGT-7999-2022; Tzeng, Gwo-Hshiung/B-2775-2009; yang, yang/GVT-5210-2022; Lang, Ming/HIK-0758-2022","Tzeng, Gwo-Hshiung/0000-0003-1856-7497;",,,,,8,7,7,1,5,SPRINGER-VERLAG BERLIN,BERLIN,"HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY",1865-0929,1865-0937,978-3-642-02297-5,COMM COM INF SC,,,2009,35.0,,,,,,780,+,,,,,,2,"Business, Finance; Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Economics; Operations Research & Management Science; Social Sciences, Mathematical Methods",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science; Mathematical Methods In Social Sciences,BLA40,,,,,2024-03-09,WOS:000269751700114,0
C,"Yu, J; Cheng, SW; Xu, B",,"Shi, Y; Wang, S; Peng, Y; Li, J; Zeng, Y",,"Yu, Jing; Cheng, Siwei; Xu, Bin",,,"Size, Book-to-Market Ratio and Relativity of Accounting Information Value: Empirical Research on the Chinese Listed Company","CUTTING-EDGE RESEARCH TOPICS ON MULTIPLE CRITERIA DECISION MAKING, PROCEEDINGS",Communications in Computer and Information Science,,English,Proceedings Paper,20th International Conference on Multiple Criteria Decision Making,"JUN 21-26, 2009","Univ Elect Sci & Technol China, Chengdu, PEOPLES R CHINA","Res Ctr Fictitious Econ & Data Sci,Chinese Acad Sci,Acad Math & Syst Sci,Chinese Acad Sci,Univ Nebraska",Univ Elect Sci & Technol China,,,"Recently there are many literatures studying the effect of factors such as size or book-market ratio on fluctuation of accounting earnings, stock price or earnings respectively, but so far their affection on accounting information value relativity has been scarcely addressed. This paper presents the detail analyses of their effect of the two factors to the relativity of accounting information value respectively by taking Shanghai and Shenzhen stock markets as sample. And the analyses supports the following two hypotheses, (1) The relativity of accounting information value of big size corporation is more than that of small size corporation. (2) The relativity of accounting information value of low B/M ratio corporation is more than that of low B/M ratio corporation.","[Xu, Bin] Cent Univ Finance & Econom, Sch Accountancy, Beijing 100081, Peoples R China; [Yu, Jing; Cheng, Siwei] Chinese Acad Sci, Res Ctr Fictitious Econ & Data Sci, Beijing 100190, Peoples R China",Central University of Finance & Economics; Chinese Academy of Sciences,"Xu, B (通讯作者)，Cent Univ Finance & Econom, Sch Accountancy, Beijing 100081, Peoples R China.",yujing1969@sohu.com; zhuohongxubin@163.com,,,"National Natural Science Foundation of China [70621001, 09110421A1]",National Natural Science Foundation of China(National Natural Science Foundation of China (NSFC)),"This work was supported by National Natural Science Foundation of China Grant No.70621001 and No 09110421A1, the work is a part of research project of Data Mining & Intelligence Knowledge: Theory & Application.",,6,0,0,0,10,SPRINGER-VERLAG BERLIN,BERLIN,"HEIDELBERGER PLATZ 3, D-14197 BERLIN, GERMANY",1865-0929,,978-3-642-02297-5,COMM COM INF SC,,,2009,35.0,,,,,,737,+,,10.1007/978-3-642-02298-2_109,0.0,,,2,"Business, Finance; Computer Science, Artificial Intelligence; Computer Science, Interdisciplinary Applications; Economics; Operations Research & Management Science; Social Sciences, Mathematical Methods",Conference Proceedings Citation Index - Science (CPCI-S); Conference Proceedings Citation Index - Social Science & Humanities (CPCI-SSH),Business & Economics; Computer Science; Operations Research & Management Science; Mathematical Methods In Social Sciences,BLA40,,,,,2024-03-09,WOS:000269751700109,0
